movie_id,title,genres,director,cast,keywords,overview,vote_average,vote_count,popularity,release_year,runtime,language
3274,Shadow of Titan 5,Horror,Tim Burton,Denzel Washington Ryan Gosling Leonardo DiCaprio,underground city dragon mutation journey conspiracy revenge,a lone hero embarks on a chilling journey through a distant galaxy to stop a shadowy organisation once and for all.,9.4,2815,19.9,2013,121,ko
3275,Last Judgment 4,Mystery Fantasy War Animation,Ethan Coen,Jared Leto Tom Hanks Harrison Ford,mutation detective revenge love zombie ocean,A desperate a young prodigy must save their family before a catastrophic event destroys everything they hold dear.,8.4,46293,9.04,1989,171,ja
3276,Lost Dragon 4,Romance Family Action,Wes Anderson,Al Pacino Geoffrey Rush Brad Pitt,ocean family superhero prophecy chase love,two unlikely allies embarks on a action-packed journey through a magical realm to stop an unstoppable force once and for all.,9.2,1304,3.09,1984,131,fr
3277,Age of Kingdom: Part 1,Biography Comedy,Ethan Coen,Tom Cruise Will Smith Sylvester Stallone,survival detective spy alien clone dystopia revolution,A heart-breaking an exiled warrior must stop the villain before an ancient evil destroys everything they hold dear.,5.6,23913,51.46,2014,95,fr
3278,Lost Sacrifice 5,Biography Documentary Animation,Wes Anderson,Johnny Depp Will Smith Sylvester Stallone,alien clone robot,a hardened detective embarks on a chilling journey through a distant galaxy to stop a shadowy organisation once and for all.,7.4,11203,99.36,2015,172,es
3279,Shadow of Hunter 5,Sport,Wes Anderson,Liam Neeson Dustin Hoffman Matt Damon,robot conspiracy city family ocean space,A action-packed an exiled warrior must stop the villain before a catastrophic event destroys everything they hold dear.,4.9,35988,16.42,1975,164,ko
3280,Hidden Labyrinth 4,History Sport Family,James Cameron,Christian Bale Mark Wahlberg Morgan Freeman,spy journey vampire election zombie cult,"When two unlikely allies discovers a forgotten past, they are drawn into a thrilling world of a post-apocalyptic city.",6.1,29418,16.97,1990,111,ko
3281,Last Redemption: Part 1,Western Romance Thriller Musical,Tony Scott,Hugh Jackman Meryl Streep Joaquin Phoenix,magic war underground alien ocean redemption love,"Set in a crime-ridden metropolis, the film follows a hardened detective as they navigate moral dilemmas and uncover an ancient prophecy.",6.2,43092,67.05,2018,113,fr
3282,The Specter 2,Sci-Fi,Bryan Singer,Bruce Willis Keanu Reeves Benedict Cumberbatch,alien election corruption zombie,A thrilling a young prodigy must escape captivity before a deadly conspiracy destroys everything they hold dear.,4.2,48583,92.95,1997,157,de
3283,Dawn of Judgment: Part 3,Biography Family Western,Sam Raimi,Tom Cruise Geoffrey Rush Robert De Niro,prison heist desert zombie,"In a desperate tale of courage and sacrifice, a young prodigy confronts a deadly conspiracy that will test their very soul.",8.4,43797,82.69,2014,169,ko
3284,Dawn of Covenant,Family Sport Crime,Robert Zemeckis,Leonardo DiCaprio Ryan Gosling Will Smith,clone love underground treasure hacker,"Set in a post-apocalyptic city, the film follows a hardened detective as they navigate moral dilemmas and uncover an ancient prophecy.",8.5,12865,78.59,2012,94,de
3285,Forgotten Specter: Part 3,Animation Biography Action,Robert Zemeckis,Emma Stone Will Smith Liam Neeson,detective war redemption family forest dragon,"When two unlikely allies discovers a shocking truth, they are drawn into a desperate world of a post-apocalyptic city.",4.4,43099,47.14,2004,166,ja
3286,The Guardian 3,War Crime Family Documentary,Peter Jackson,Brad Pitt Hugh Jackman Johnny Depp,redemption love alien snow ocean prison magic,A heart-breaking a young prodigy must escape captivity before a deadly conspiracy destroys everything they hold dear.,4.8,40546,34.63,1985,154,fr
3287,Dark Sacrifice,Romance Documentary Mystery Sci-Fi,Guy Ritchie,Hugh Jackman Jared Leto Tom Cruise,revolution love vampire betrayal war desert zombie,A thrilling a lone hero must unite the factions before an unstoppable force destroys everything they hold dear.,9.0,349,42.09,2012,113,hi
3288,Dawn of Storm: Part 3,Sci-Fi Fantasy,Paul Thomas Anderson,Charlize Theron Denzel Washington Sylvester Stallone,desert family zombie snow revolution hacker,"When a lone hero discovers a shocking truth, they are drawn into a action-packed world of a magical realm.",5.9,46650,24.74,2016,170,fr
3289,Eternal Specter: Part 2,Musical Drama Romance,Quentin Tarantino,Brad Pitt Geoffrey Rush Benedict Cumberbatch,superhero revolution prophecy space dragon ocean revenge,"When an exiled warrior discovers a hidden identity, they are drawn into a chilling world of a crime-ridden metropolis.",4.5,41803,60.98,2005,152,fr
3290,Edge of Origin 5,Musical War,Paul Thomas Anderson,Jack Nicholson Angelina Jolie Jared Leto,desert detective mystery zombie prison spy,a hardened detective embarks on a desperate journey through a distant galaxy to stop an ancient evil once and for all.,6.0,1824,84.19,2002,104,ko
3291,Age of Wolf: Part 3,Action Fantasy,Francis Ford Coppola,Johnny Depp Denzel Washington Emma Stone,prison space election superhero betrayal detective cult,"Set in a war-torn land, the film follows a lone hero as they navigate political intrigue and uncover a shocking truth.",6.8,36187,89.9,2018,175,de
3292,Rise of Titan: Part 3,Crime History Sport Musical,Stanley Kubrick,Arnold Schwarzenegger Matt Damon Emma Stone,gun city dragon space hacker journey robot,A mysterious two unlikely allies must escape captivity before an ancient evil destroys everything they hold dear.,7.5,39967,9.2,2006,177,hi
3293,Final Ghost 2,Thriller Family Mystery,Alejandro Inarritu,Johnny Depp Mark Wahlberg Al Pacino,alien detective election cult revolution dragon hacker,"When a young prodigy discovers an ancient prophecy, they are drawn into a chilling world of a post-apocalyptic city.",7.6,28818,23.73,1974,155,hi
3294,Dawn of Infinity 2,Thriller Comedy Musical,JJ Abrams,Brad Pitt Cate Blanchett Arnold Schwarzenegger,prophecy prison ocean revolution magic,A desperate two unlikely allies must unite the factions before a catastrophic event destroys everything they hold dear.,4.1,28662,16.84,1975,156,ko
3295,Edge of Covenant 2,Musical,Joel Coen,Charlize Theron Benedict Cumberbatch Morgan Freeman,forest superhero dragon,"Set in a distant galaxy, the film follows a young prodigy as they navigate unexpected betrayals and uncover a forgotten past.",6.5,1111,55.57,1987,162,de
3296,Shadow of Phantom 4,Romance Drama,Ridley Scott,Charlize Theron Jake Gyllenhaal Emma Stone,sword election detective heist underground mutation survival,a lone hero embarks on a desperate journey through a crime-ridden metropolis to stop an ancient evil once and for all.,7.7,775,6.08,1984,127,ja
3297,A Eclipse 3,Sci-Fi Mystery Animation,Ethan Coen,Harrison Ford Al Pacino Benedict Cumberbatch,conspiracy redemption zombie dragon,a lone hero embarks on a mysterious journey through a post-apocalyptic city to stop an unstoppable force once and for all.,5.7,39394,52.12,2023,179,de
3298,Rise of Infinity: Part 3,Western Fantasy Sport,Darren Aronofsky,Arnold Schwarzenegger Morgan Freeman Will Smith,corruption journey family war prophecy,"In a action-packed tale of justice and revenge, an exiled warrior confronts an unstoppable force that will test their very soul.",8.4,20824,38.47,2000,172,es
3299,Edge of Specter 3,War,Christopher Nolan,Jack Nicholson Angelina Jolie Anthony Hopkins,mutation prison journey corruption friendship,"Set in a war-torn land, the film follows a hardened detective as they navigate moral dilemmas and uncover a long-buried secret.",8.6,6195,54.28,2018,92,fr
3300,Last Raven 2,Romance,Sam Raimi,Christian Bale Sylvester Stallone Mark Wahlberg,cult friendship alien magic forest treasure space,"Set in a magical realm, the film follows two unlikely allies as they navigate a personal crisis and uncover a shocking truth.",7.8,47647,7.19,1979,123,ko
3301,Lost Warrior: Part 3,Musical Action,Gore Verbinski,Bruce Willis Sylvester Stallone Russell Crowe,time travel detective dragon forest superhero desert,"Set in a war-torn land, the film follows an exiled warrior as they navigate moral dilemmas and uncover an ancient prophecy.",4.6,26420,2.85,2009,77,es
3302,A Phoenix 3,Action Horror Comedy,Joel Coen,Benedict Cumberbatch Geoffrey Rush Cate Blanchett,snow friendship journey love,an exiled warrior embarks on a chilling journey through a magical realm to stop a deadly conspiracy once and for all.,5.9,36454,90.78,2016,126,de
3303,A Horizon,Fantasy War Crime History,Ridley Scott,Hugh Jackman Russell Crowe Will Smith,snow family city alien redemption zombie,an exiled warrior embarks on a action-packed journey through a post-apocalyptic city to stop a catastrophic event once and for all.,5.4,49274,59.87,1970,92,ko
3304,Last Ghost: Part 3,War Action Horror Romance,Sam Raimi,Natalie Portman Jake Gyllenhaal Cate Blanchett,cult superhero treasure redemption,"In a mysterious tale of power and corruption, a hardened detective confronts a catastrophic event that will test their very soul.",6.0,21611,97.63,1989,176,es
3305,Last Sentinel 4,History Action Family,Darren Aronofsky,Jake Gyllenhaal Geoffrey Rush Ryan Gosling,city clone heist,"When two unlikely allies discovers a shocking truth, they are drawn into a heart-breaking world of a crime-ridden metropolis.",5.8,46284,66.52,1988,100,fr
3306,Kingdom of Odyssey: Part 3,Sport,Sam Raimi,Sylvester Stallone Mark Wahlberg Leonardo DiCaprio,city virus betrayal,two unlikely allies embarks on a heart-breaking journey through a distant galaxy to stop a catastrophic event once and for all.,7.1,35085,49.01,2015,92,ja
3307,Fall of Covenant 3,History Sci-Fi,Wes Anderson,Tom Hanks Daniel Day-Lewis Harrison Ford,alien superhero corruption virus,"When an exiled warrior discovers a shocking truth, they are drawn into a mysterious world of a magical realm.",4.6,36741,68.63,2002,162,hi
3308,Eternal Dragon: Part 2,Biography Musical War,Guillermo del Toro,Emma Stone Dustin Hoffman Charlize Theron,detective friendship revolution snow hacker treasure dystopia,an exiled warrior embarks on a chilling journey through a war-torn land to stop an ancient evil once and for all.,9.4,34753,29.93,2008,163,ko
3309,Silent Hunter: Part 1,Sci-Fi,Francis Ford Coppola,Denzel Washington Emma Stone Brad Pitt,spy clone sword vampire betrayal treasure,"When a hardened detective discovers a hidden identity, they are drawn into a mysterious world of a magical realm.",6.7,45170,48.63,2020,75,fr
3310,Rise of Eclipse 4,Drama Sci-Fi Documentary,Tony Scott,Denzel Washington Geoffrey Rush Tom Hanks,detective chase ocean redemption journey revenge love,"Set in a crime-ridden metropolis, the film follows an exiled warrior as they navigate impossible odds and uncover an ancient prophecy.",4.2,30647,93.21,1985,103,ko
3311,Age of Guardian: Part 2,Documentary Drama Comedy War,JJ Abrams,Jack Nicholson Ryan Gosling Leonardo DiCaprio,dystopia friendship clone,"Set in a distant galaxy, the film follows two unlikely allies as they navigate unexpected betrayals and uncover a long-buried secret.",8.1,36815,89.32,2014,176,ko
3312,Return of Hunter 5,Action Mystery Crime,Clint Eastwood,Denzel Washington Benedict Cumberbatch Emma Stone,survival revolution sword superhero family,two unlikely allies embarks on a action-packed journey through a crime-ridden metropolis to stop an ancient evil once and for all.,4.3,32451,86.52,1979,132,fr
3313,The Destiny: Part 1,Documentary,David Fincher,Benedict Cumberbatch Will Smith Cate Blanchett,magic underground snow betrayal war,"In a chilling tale of love and loss, a hardened detective confronts an unstoppable force that will test their very soul.",8.8,184,56.59,2014,101,ja
3314,Kingdom of Sentinel 3,Sci-Fi Horror,Peter Jackson,Liam Neeson Benedict Cumberbatch Al Pacino,superhero alien zombie,"Set in a war-torn land, the film follows a hardened detective as they navigate a personal crisis and uncover a hidden identity.",6.6,4835,69.22,1988,79,es
3315,The Chronicle 4,Mystery Biography Family Crime,Darren Aronofsky,Charlize Theron Matt Damon Emma Stone,ocean clone snow betrayal treasure robot,"When an exiled warrior discovers a hidden identity, they are drawn into a thrilling world of a magical realm.",6.7,47425,23.61,2008,84,fr
3316,Broken Prophecy 3,Action Drama Sci-Fi,David Fincher,Emma Stone Tom Cruise Will Smith,vampire dragon journey time travel chase,A desperate a young prodigy must save their family before a deadly conspiracy destroys everything they hold dear.,5.4,32906,20.59,1981,191,ko
3317,The Revelation: Part 1,Biography,Francis Ford Coppola,Russell Crowe Robert De Niro Bruce Willis,detective election redemption,"Set in a distant galaxy, the film follows a lone hero as they navigate unexpected betrayals and uncover a long-buried secret.",6.6,44874,61.66,2001,86,ko
3318,Shadow of Alliance: Part 3,Thriller Family Action,Guillermo del Toro,Al Pacino Denzel Washington Meryl Streep,dystopia city conspiracy,"In a mysterious tale of courage and sacrifice, a lone hero confronts a catastrophic event that will test their very soul.",7.7,25008,90.92,1986,182,hi
3319,Return of Ghost: Part 1,War Mystery Crime Romance,Robert Zemeckis,Charlize Theron Will Smith Robert De Niro,alien chase conspiracy ocean heist,"When an exiled warrior discovers a hidden identity, they are drawn into a heart-breaking world of a post-apocalyptic city.",7.5,10561,51.51,1986,85,es
3320,The Odyssey 4,War,Alejandro Inarritu,Russell Crowe Benedict Cumberbatch Matt Damon,desert underground survival family spy revenge,"When a hardened detective discovers a hidden identity, they are drawn into a thrilling world of a crime-ridden metropolis.",8.4,30570,58.37,1988,139,ja
3321,Eternal Labyrinth 3,Animation Musical,Quentin Tarantino,Robert De Niro Christian Bale Meryl Streep,dragon election underground family sword ocean,a young prodigy embarks on a mysterious journey through a war-torn land to stop a shadowy organisation once and for all.,5.6,44988,75.71,1975,119,en
3322,Return of Labyrinth 5,Thriller Sport,Paul Thomas Anderson,Will Smith Jack Nicholson Natalie Portman,vampire city election,two unlikely allies embarks on a chilling journey through a post-apocalyptic city to stop a deadly conspiracy once and for all.,6.5,44369,4.31,1982,162,en
